"aggState","rptMStateKey","aggID","aggCode","aggName","aggNUTS","aggLatitude","aggLongitude","aggGenerated","bigID","aggCalculation","aggChanges","aggChangesComment","aggPeriodOver","aggC1","aggMethodC1","aggC2","aggMethodC2","aggPercWithoutTreatment","aggMethodWithoutTreatment"
"106","IT",34426,"IT11000000000007","FERMIGNANO",3007,43.6835,12.6439,7302,0,"DRAFT CE del 16 gennaio 2007 (nota1)","122","",31/12/2005,95.7,"14",4.3,"14",0,"14"
"106","IT",34427,"IT170000000062","Marsico Nuovo",3039,40.420169,15.734342,7322,0,"A.E.T.","122","",31/12/2005,0,"0",0,"0",0,"0"
"106","IT",34428,"IT06000000000020","FONTANAFREDDA",2977,45.9839,12.5575,7328,0,"","122","",31/12/2005,78.97,"15",21.02,"15",0,"15"
"106","IT",34429,"IT06000000000018","FIUME VENETO",2977,45.923,12.7288,7335,0,"","122","",31/12/2005,78.26,"15",21.73,"15",0,"15"
"106","IT",34430,"IT170000000093","Grassano",3040,40.63129,16.282543,7355,0,"A.E.T.","122","",31/12/2005,0,"0",0,"0",0,"0"
"106","IT",34431,"IT03160122000383","Torbole Casaglia",2958,45.5114,10.1161,7374,0,"Metodologia regionale - residenti+fluttuanti+ industriali","122","",12/07/2000,80,"15",0,"15",20,"15"
"106","IT",34432,"IT220000000032","MALE'",2966,46.3442,10.9012,7375,0,"Somma degli abitanti equivalenti serviti dall'impianto/i di depurazione e dalla/e IAS presente/i nel agglomerato. Per quanto attiene i depuratori biologici sono ripresi dal ""Piano provinciale di risa","122","",31/12/2005,100,"15",0,"15",0,"15"
"106","IT",34433,"IT150000000055","Airola",3028,41.062713,14.559276,7379,0,"Popolazione residente - Abitanti case sparse + Pop. Fluttuante + Carico industriale servito da impianti misti","122","",31/12/2005,82,"15",5,"15",13,"15"
"106","IT",34434,"IT20000000000101","Maracalagonis",3058,39.285,9.22981,7397,0,"Somma della popolazione residente (Istat 2005), della popolazione fluttuante (alberghi e seconde case) e degli a.e. industriali stimati in base al numero di addetti ripartiti per tipologia di attivit","122","",31/12/2005,100,"15",0,"15",0,"15"
"106","IT",34435,"IT01000000000071","Forno Canavese",2941,45.3357,7.63174,7400,0,"Stima degli abitanti residenti; stima degli abitanti fluttuanti effettuata a partire dal numero di presenze turistiche pesate in base al periodo di soggiorno; stima del contributo relativo al settore","122","",31/12/1998,100,"15",0,"15",0,"15"
"106","IT",34436,"IT20000000000119","Orani",3058,40.2499,9.18103,7400,0,"Somma della popolazione residente (Istat 2005), della popolazione fluttuante (alberghi e seconde case) e degli a.e. industriali stimati in base al numero di addetti ripartiti per tipologia di attivit","122","",31/12/2005,100,"15",0,"15",0,"15"
"106","IT",34437,"IT03160121000093","Castelcovati",2958,45.5001,9.946,7406,0,"Metodologia regionale - residenti+fluttuanti+ industriali","122","",12/07/2000,98,"15",0,"15",2,"15"
"106","IT",34438,"IT03160121000197","Limone sul Garda",2958,45.8098,10.7904,7411,0,"Metodologia regionale - residenti+fluttuanti+ industriali","122","",12/07/2000,80,"15",0,"15",20,"15"
"106","IT",34439,"IT08000000000092","Granarolo",2986,44.5553,11.443,7425,0,"Residenti + Turisti di punta + AE produttivi in fognatura","122","",31/12/1998,100,"15",0,"15",0,"15"
"106","IT",34440,"IT160000000086","SPINAZZOLA",3034,40.9673,16.0923,7439,0,"Valutazione carichi in ingresso","122","",31/12/2005,99,"15",1,"15",0,"15"
"106","IT",34441,"IT070000000058","Andora",2948,43.9803,8.11754,7450,0,"dati provenienti dalle province","122","",31/12/2005,85,"15",7.5,"15",7.5,"15"
"106","IT",34442,"IT03160121000086","Cassolnovo",2959,45.3596,8.81148,7469,0,"Metodologia regionale - residenti+fluttuanti+ industriali","122","",12/07/2000,80,"15",0,"15",20,"15"
"106","IT",34443,"IT05000000000114","MEOLO",2973,45.6078,12.4636,7500,0,"Per quanto concerne il carico generato di origine civile sono stati utilizzati i dati ISTAT (su base comunale) di popolazione residente (escluse le case sparse) e fluttuante (di punta). Per ciò che c","122","",31/12/2005,100,"14",0,"14",0,"14"
"106","IT",34444,"IT05000000000153","SOLESINO",2974,45.1689,11.7346,7500,0,"Per quanto concerne il carico generato di origine civile sono stati utilizzati i dati ISTAT (su base comunale) di popolazione residente (escluse le case sparse) e fluttuante (di punta). Per ciò che c","122","",31/12/2005,94,"14",6,"14",0,"14"
"106","ES",22589,"ES1049020008010","SAN AGUSTIN",2594,36.71141,-2.681522,2816,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",22590,"ES1049020009020","SANTA MARIA DEL AGUILA",2594,36.77105,-2.755934,11500,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",22591,"ES1049030002010","MOJONERA (LA)",2594,36.77861,-2.663056,8700,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",22592,"ES11060020001010","ACEUCHAL",2578,38.64812,-6.48572,6100,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",22593,"ES11060030001010","AHILLONES",2578,38.26091,-5.86303,2200,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",22594,"ES11060040001010","ALANGE",2578,38.78518,-6.247068,4300,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",22595,"ES11060050001010","ALBUERA (LA)",2578,38.7186,-6.821717,2200,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",22596,"ES11060060001010","ALBURQUERQUE",2578,39.22008,-6.99829,11900,,"ESTIMADO","122","NO DEFINIDO",31/12/1998,100,"",0,"",0,""
"106","ES",22597,"ES11060070001010","ALCONCHEL",2578,38.5175,-7.06937,4800,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",22598,"ES11060100001010","ALMENDRAL",2578,38.61435,-6.821843,2500,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",22599,"ES11060110001010","ALMENDRALEJO",2578,38.68495,-6.406049,37300,,"ESTIMADO","122","NO DEFINIDO",31/12/1998,100,"",0,"",0,""
"106","ES",22600,"ES11060120001010","ARROYO DE SAN SERVAN",2578,38.85541,-6.453376,4200,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",22601,"ES11060140001010","AZUAGA",2578,38.26249,-5.676626,17500,,"ESTIMADO","122","NO DEFINIDO",31/12/2000,100,"",0,"",0,""
"106","ES",22602,"ES11060150004020","BADAJOZ",2578,38.89257,-6.983267,160000,,"ESTIMADO","122","NO DEFINIDO",31/12/2000,100,"",0,"",0,""
"106","ES",22603,"ES11060150013010","PUEBLONUEVO DEL GUADIANA",2578,38.92811,-6.714077,8000,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",22604,"ES11060150017010","VALDELACALZADA",2578,38.89233,-6.699544,3500,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",22605,"ES11060150018010","VILLAFRANCO DEL GUADIANA",2578,38.8855,-6.85882,9100,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",22606,"ES11060160001010","BARCARROTA",2578,38.51719,-6.84814,7500,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",22607,"ES11060190001010","BERLANGA",2578,38.28387,-5.828316,5000,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",22608,"ES11060200001010","BIENVENIDA",2578,38.30112,-6.208296,4800,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",22609,"ES11060210001010","BODONAL DE LA SIERRA",2578,38.14696,-6.557688,3500,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",22610,"ES11060220001010","BURGUILLOS DEL CERRO",2578,38.3815,-6.58913,7100,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",22611,"ES11060470001010","ESPARRAGOSA DE LA SERENA",2578,38.65128,-5.605286,2100,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",22612,"ES11060480001010","ESPARRAGOSA DE LARES",2578,38.97697,-5.269807,2700,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",22613,"ES11060490001010","FERIA",2578,38.51256,-6.561437,5800,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","IT",35076,"IT090000000080","PONTEDERA",2999,43.6622,10.6392,19500,0,"Carico generato calcolato su agglometrato riferito a località ISTAT, sulla base di una  ricognizione degli scarichi e verificato con metodologia ISTAT-AR","123","Diversa metodologia di calcolo e ridefinizione degli agglomerati",31/12/2000,92.31,"14",0,"14",7.69,"15"
"106","IT",35077,"IT170000000131","Lavello",3039,41.046441,15.792684,19706,0,"A.E.T.","122","",31/12/2000,0,"0",0,"0",0,"0"
"106","IT",35078,"IT160000000026","MARGHERITA DI SAVOIA",3033,41.3742,16.151,19800,0,"Valutazione carichi in ingresso","122","",31/12/2000,99,"15",0,"15",1,"15"
"106","IT",35079,"IT03160121000111","Chiari",2958,45.5366,9.92838,19881,0,"Metodologia regionale - residenti+fluttuanti+ industriali","123","Nuovo valore ricavato da analisi territoriale",12/07/2000,80,"15",0,"15",20,"15"
"106","IT",35080,"IT03160121000234","Montichiari",2958,45.4159,10.3879,19932,0,"Metodologia regionale - residenti+fluttuanti+ industriali","123","Nuovo valore ricavato da analisi territoriale",12/07/2000,80,"15",0,"15",20,"15"
"106","IT",35081,"IT160000000130","TORRE SANTA SUSANNA",3036,40.452,17.7339,19957,0,"Valutazione carichi in ingresso","122","",31/12/2000,9,"15",5,"15",86,"15"
"106","IT",35082,"IT03160121000118","Clusone",2957,45.8853,9.94671,20000,0,"Metodologia regionale - residenti+fluttuanti+ industriali","123","Nuovo valore ricavato da analisi territoriale",12/07/2000,100,"15",0,"15",0,"15"
"106","IT",35083,"IT01000000000001","Acqui Terme",2943,44.6783,8.47052,20000,0,"Stima degli abitanti residenti; stima degli abitanti fluttuanti effettuata a partire dal numero di presenze turistiche pesate in base al periodo di soggiorno; stima del contributo relativo al settore","122","",31/12/1998,100,"15",0,"15",0,"15"
"106","IT",35084,"IT160000000023","MARINA DI LESINA",3033,41.9099,15.3364,20000,0,"Valutazione carichi in ingresso","122","",31/12/1998,95,"15",3,"15",2,"15"
"106","IT",35085,"IT1300000057","Pescasseroli",3019,41.8033,13.7875,20000,0,"Popolazione residente+popolazione equivalente industriale+popolazione fluttuante con presenza di almeno 7 giorni","122","",31/12/1998,95,"15",5,"15",0,"15"
"106","IT",35086,"IT12000000000078","GROTTAFERRATA",3014,41.8,12.6667,20000,0,"Stimato. La stima degli abitanti equivalenti degli agglomerati è riconducibile a un calcolo che in linea generale tiene conto degli abitanti residenti nel comune (dati ISTAT 2001); tale valore è decu","122","",31/12/2000,95,"15",5,"15",0,"15"
"106","IT",35087,"IT12000000000016","ARICCIA",3014,41.7167,12.6667,20000,0,"Stimato. La stima degli abitanti equivalenti degli agglomerati è riconducibile a un calcolo che in linea generale tiene conto degli abitanti residenti nel comune (dati ISTAT 2001); tale valore è decu","122","",31/12/2000,95,"15",5,"15",0,"15"
"106","IT",35088,"IT160000000170","UGENTO",3037,39.9265,18.1581,20000,0,"Valutazione carichi in ingresso","122","",31/12/2000,52,"15",1,"15",47,"15"
"106","IT",35089,"IT01000000000137","Savigliano",2941,44.6501,7.65959,20070,0,"Stima degli abitanti residenti; stima degli abitanti fluttuanti effettuata a partire dal numero di presenze turistiche pesate in base al periodo di soggiorno; stima del contributo relativo al settore","123","Erroneamente nel precedente report era stato riportato il dato relativo alla Capacità Organica di Progetto (23.700a.e.) al posto del dato relativo al Carico organico trattato pari a circa 20.000 a.e",31/12/1998,100,"15",0,"15",0,"15"
"106","IT",35090,"IT03160122000416","Vezza d'Oglio",2958,46.2498,10.4662,20092,0,"Metodologia regionale - residenti+fluttuanti+ industriali","123","Nuovo valore ricavato da analisi territoriale",12/07/2000,100,"15",0,"15",0,"15"
"106","IT",35091,"IT220000000033","MEZZANA",2966,46.3287,10.7361,20197,0,"Somma degli abitanti equivalenti serviti dall'impianto/i di depurazione e dalla/e IAS presente/i nel agglomerato. Per quanto attiene i depuratori biologici sono ripresi dal ""Piano provinciale di risa","122","",31/12/1998,100,"15",0,"15",0,"15"
"106","IT",35092,"IT01000000000008","Alta Val Tanaro",2941,44.2067,8.01544,20218,0,"Stima degli abitanti residenti; stima degli abitanti fluttuanti effettuata a partire dal numero di presenze turistiche pesate in base al periodo di soggiorno; stima del contributo relativo al settore","122","",31/12/1998,100,"15",0,"15",0,"15"
"106","IT",35093,"IT090000000101","SAN VINCENZO",2998,43.09,10.54,20254,0,"Carico generato calcolato su agglometrato riferito a località ISTAT, sulla base di una  ricognizione degli scarichi e verificato con metodologia ISTAT-AR-AU-ATU","122","",31/12/2000,100,"14",0,"14",0,"15"
"106","IT",35094,"IT12000000000009","ANAGNI",3016,41.75,13.15,20267,0,"Stimato. La stima degli abitanti equivalenti degli agglomerati è riconducibile a un calcolo che in linea generale tiene conto degli abitanti residenti nel comune (dati ISTAT 2001); tale valore è decu","122","",31/12/1998,81,"15",19,"15",0,"15"
"106","IT",35095,"IT160000000044","SANNICANDRO GARGANICO",3033,41.8384,15.5663,20306,0,"Valutazione carichi in ingresso","122","",31/12/1998,99,"15",1,"15",0,"15"
"106","IT",35096,"IT08000000000032","Calderara di Reno",2986,44.5533,11.283,20394,0,"Residenti + Turisti di punta + AE produttivi in fognatura","122","",31/12/1998,100,"15",0,"15",0,"15"
"106","IT",35097,"IT03160122000378","Sponda orientale del ramo meridionale del Lago di Lecco",2954,45.9263,9.31948,20500,0,"Metodologia regionale - residenti+fluttuanti+ industriali","122","",12/07/2000,99.7,"14",0,"14",0.3,"14"
"106","IT",34532,"IT08000000000178","San Pietro in Casale",2986,44.7057,11.3999,8119,0,"Residenti + Turisti di punta + AE produttivi in fognatura","122","",31/12/1998,100,"15",0,"15",0,"15"
"106","IT",34533,"IT08000000000132","Novi",2985,44.8916,10.9015,8141,0,"Residenti + Turisti di punta + AE produttivi in fognatura","122","",31/12/1998,100,"15",0,"15",0,"15"
"106","IT",34534,"IT03160121000244","Motta Visconti",2956,45.2869,8.99269,8143,0,"Dato medio rilevato dal Gestore dell'impianto","122","",12/07/2000,100,"15",0,"15",0,"15"
"106","IT",34535,"IT08000000000062","Colorno",2983,44.934,10.3756,8143,0,"Residenti + Turisti di punta + AE produttivi in fognatura","122","",31/12/1998,97,"15",3,"15",0,"15"
"106","IT",34536,"IT170000000120","Atella",3039,40.876073,15.653708,8148,0,"A.E.T.","122","",31/12/2005,0,"0",0,"0",0,"0"
"106","IT",34537,"IT01000000000096","Montalto Dora",2936,45.5128,7.86029,8150,0,"Stima degli abitanti residenti; stima degli abitanti fluttuanti effettuata a partire dal numero di presenze turistiche pesate in base al periodo di soggiorno; stima del contributo relativo al settore","122","",31/12/1998,100,"15",0,"15",0,"15"
"106","IT",34538,"IT11000000000053","CAMERINO",3009,43.1408,13.0647,8163,0,"DRAFT CE del 16 gennaio 2007 (nota1)","122","",31/12/2005,100,"14",0,"14",0,"14"
"106","IT",34539,"IT150000000052","Montella",3030,40.845407,15.018702,8183,0,"Popolazione residente - Abitanti case sparse + Pop. Fluttuante + Carico industriale servito da impianti misti","122","",31/12/2005,89.99,"15",2.36,"15",7.63,"15"
"106","IT",34540,"IT05000000000071","PONTE NELLE ALPI",2971,46.1564,12.2839,8194,0,"Per quanto concerne il carico generato di origine civile sono stati utilizzati i dati ISTAT (su base comunale) di popolazione residente (escluse le case sparse) e fluttuante (di punta). Per ciò che c","122","",31/12/2005,93,"14",7,"14",0,"14"
"106","IT",34541,"IT11000000000082","MONTE URANO",3010,43.1935,13.6825,8234,0,"DRAFT CE del 16 gennaio 2007 (nota1)","122","",31/12/2005,100,"15",0,"15",0,"15"
"106","IT",34542,"IT090000000182","CASTELNUOVO DI GARFAGNANA",2994,44.1141,10.4027,8240,0,"Carico generato calcolato su agglometrato riferito a località ISTAT, sulla base di una  ricognizione degli scarichi e verificato con metodologia ISTAT-AR-AU-ATU-AETU","122","",31/12/2005,54.61,"14",43.93,"14",1.46,"15"
"106","IT",34543,"IT140000000041","MONTERODUNI",3024,41.522222,14.177778,8247,0,"abitanti residenti + abitanti fluttuanti + a.e. attività idroesigenti","122","",31/12/2005,95,"15",0,"0",5,"15"
"106","IT",34544,"IT01000000000037","Cannobio",2939,46.0608,8.6902,8256,0,"Stima degli abitanti residenti; stima degli abitanti fluttuanti effettuata a partire dal numero di presenze turistiche pesate in base al periodo di soggiorno; stima del contributo relativo al settore","123","nell'invio precedente era stato erroneamente considerato il carico di punta",31/12/1998,100,"15",0,"15",0,"15"
"106","IT",34545,"IT03160121000360","Serina",2957,45.87,9.73041,8276,0,"Metodologia regionale - residenti+fluttuanti+ industriali","122","",12/07/2000,100,"15",0,"15",0,"15"
"106","IT",34546,"IT160000000020","ISCHITELLA",3033,41.9045,15.9004,8294,0,"Valutazione carichi in ingresso","122","",31/12/2005,90,"15",6,"15",4,"15"
"106","IT",34547,"IT08000000000205","Tresigallo",2987,44.8294,11.8588,8315,0,"Residenti + Turisti di punta + AE produttivi in fognatura","122","",31/12/1998,98,"15",2,"15",0,"15"
"106","IT",34548,"IT170000000105","Irsina",3040,40.742127,16.244508,8315,0,"A.E.T.","122","",31/12/2005,0,"0",0,"0",0,"0"
"106","IT",34549,"IT03160121000164","Ghisalba",2957,45.6011,9.75969,8320,0,"Metodologia regionale - residenti+fluttuanti+ industriali","122","",12/07/2000,78.13,"14",0,"14",21.87,"14"
"106","IT",34550,"IT150000000137","Positano",3031,40.630401,14.486072,8324,0,"Popolazione residente - Abitanti case sparse + Pop. Fluttuante + Carico industriale servito da impianti misti","122","",31/12/2005,98.98,"15",1,"15",0.01,"15"
"106","IT",34551,"IT08000000000071","Crevalcore",2986,44.721,11.1488,8332,0,"Residenti + Turisti di punta + AE produttivi in fognatura","122","",31/12/1998,100,"15",0,"15",0,"15"
"106","IT",34552,"IT21000000000021","Prato",2964,46.6071,10.5654,8341,0,"residenti + turisti + industria + altri","123","Era stato inserito il carico servito invece del carico generato.",31/12/2005,95.8,"14",4.2,"14",0,"15"
"106","IT",34553,"IT03160121000189","Lavena Ponte Tresa",2952,45.961,8.85208,8347,0,"Metodologia regionale - residenti+fluttuanti+ industriali","123","Nuovo valore ricavato da analisi territoriale",12/07/2000,100,"15",0,"15",0,"15"
"106","ES",24841,"ES1290310001010","BURGO (EL)",2600,36.79164,-4.945138,3726,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",24842,"ES1290320001010","CAMPILLOS",2600,37.0508,-4.860689,12400,,"ESTIMADO","122","NO DEFINIDO",31/12/1998,100,"",0,"",0,""
"106","ES",24843,"ES1290330001010","CANILLAS DE ACEITUNO",2600,36.87402,-4.080815,3023,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",24844,"ES1290350001010","CA�ETE LA REAL",2600,36.95391,-5.022892,3549,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",24845,"ES1290380005020","ESTACION",2600,36.73915,-4.607277,6932,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",24846,"ES1290390003010","CASABERMEJA",2600,36.89604,-4.42818,4464,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",24847,"ES1290400004010","CASARABONELA",2600,36.78769,-4.839559,3549,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",24848,"ES1290410001010","CASARES",2600,36.44475,-5.270562,3618,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",24849,"ES1290430002010","COLMENAR",2600,36.90639,-4.334508,4810,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",24850,"ES1290450001010","COMPETA",2600,36.83282,-3.972474,4321,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",24851,"ES1290460003010","CORTES DE LA FRONTERA",2600,36.61924,-5.339712,6076,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",24852,"ES1290470001010","CUEVAS BAJAS",2600,37.23582,-4.484773,2629,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",24853,"ES1290480001010","CUEVAS DEL BECERRO",2600,36.87748,-5.045251,3058,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",24854,"ES1290490001020","CUEVAS DE SAN MARCOS",2600,37.26974,-4.41297,6615,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",24855,"ES1290510006010","ESTEPONA (SAN PEDRO DE ALCANTARA)",2600,36.48328,-5.01987,96422,,"ESTIMADO","122","NO DEFINIDO",31/12/2000,100,"",0,"",0,""
"106","ES",24856,"ES1290530001010","FRIGILIANA",2600,36.79179,-3.894948,3588,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",24857,"ES1290540001010","FUENGIROLA",2600,36.56396,-4.633708,137105,,"ESTIMADO","122","NO DEFINIDO",31/12/2000,100,"",0,"",0,""
"106","ES",24858,"ES1290560001010","GAUCIN",2600,36.51907,-5.315867,2941,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",24859,"ES1290580001010","GUARO",2600,36.65857,-4.83214,2814,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",24860,"ES1290590002010","HUMILLADERO",2600,37.11703,-4.699291,3651,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",24861,"ES1290610001010","ISTAN",2600,36.5838,-4.948268,2292,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",24862,"ES1290670005020","PE�ON DEL CUERVO",2600,36.723,-4.435808,258375,,"ESTIMADO","122","NO DEFINIDO",31/12/2000,100,"",0,"",0,""
"106","ES",24863,"ES1290670005022","MALAGA OESTE",2600,36.70004,-4.519153,731782,,"ESTIMADO","122","NO DEFINIDO",31/12/2000,100,"",0,"",0,""
"106","ES",24864,"ES1290680005050","MANILVA",2600,36.37666,-5.242567,28100,,"ESTIMADO","122","NO DEFINIDO",31/12/2000,100,"",0,"",0,""
"106","ES",24865,"ES1290690015010","ARROYO DE LA VIBORA",2600,36.51555,-4.882338,144026,,"ESTIMADO","122","NO DEFINIDO",31/12/2000,100,"",0,"",0,""
"106","ES",24866,"ES1290700016010","CALA DE MIJAS",2600,36.51025,-4.664803,12500,,"ESTIMADO","122","NO DEFINIDO",31/12/2005,100,"",0,"",0,""
"106","ES",25072,"ES14300160001030","CARTAGENA",2603,37.60769,-0.985904,195620,,"ESTIMADO","122","SIN COMENTARIO",31/12/2006,100,"15",0,"15",0,"15"
"106","ES",25073,"ES14300160101010","ALBUJON",2603,37.71852,-1.047938,2573,,"ESTIMADO","122","SIN COMENTARIO",31/12/2006,100,"15",0,"15",0,"15"
"106","ES",25074,"ES14300160201010","ALGAR (EL)",2603,37.65091,-0.867538,9502,,"ESTIMADO","122","SIN COMENTARIO",31/12/2006,100,"15",0,"15",0,"15"
"106","ES",25075,"ES14300160301010","ALJORRA (LA)",2603,37.69284,-1.070532,3980,,"ESTIMADO","122","SIN COMENTARIO",31/12/2006,100,"15",0,"15",0,"15"
"106","ES",25076,"ES14300161411010","PALMA (LA)",2603,37.68994,-0.96325,8177,,"ESTIMADO","122","SIN COMENTARIO",31/12/2006,100,"15",0,"15",0,"15"
"106","ES",25077,"ES15310640001010","CADREITA",2550,42.21901,-1.694266,3167,,"CARGA DE ENTRADA EN LA EDAR (WWTP) = CARGA GENERADA EN LA AGLOMERACION PORQUE EL 100% DE LA CARGA GENERADA ESTá CONECTADA A LA EDAR","122","NO DEFINIDO",31/12/2005,100,"15",0,"15",0,"15"
"106","ES",25078,"ES15310670001010","CARCASTILLO-MURILLO EL FRUTO",2550,42.38554,-1.450107,4850,,"CARGA DE ENTRADA EN LA EDAR (WWTP) = CARGA GENERADA EN LA AGLOMERACION PORQUE EL 100% DE LA CARGA GENERADA ESTá CONECTADA A LA EDAR","122","NO DEFINIDO",31/12/2005,100,"15",0,"15",0,"15"
"106","ES",25079,"ES15310700001010","CASTEJON",2550,42.17327,-1.690305,3783,,"CARGA DE ENTRADA EN LA EDAR (WWTP) = CARGA GENERADA EN LA AGLOMERACION PORQUE EL 100% DE LA CARGA GENERADA ESTá CONECTADA A LA EDAR","122","NO DEFINIDO",31/12/2005,100,"15",0,"15",0,"15"
"106","ES",25080,"ES15310720001010","CINTRUENIGO",2550,42.08062,-1.806454,12967,,"CARGA DE ENTRADA EN LA EDAR (WWTP) = CARGA GENERADA EN LA AGLOMERACION PORQUE EL 100% DE LA CARGA GENERADA ESTá CONECTADA A LA EDAR","122","NO DEFINIDO",31/12/2005,100,"15",0,"15",0,"15"
"106","ES",25081,"ES15310770001010","CORELLA",2550,42.11548,-1.781814,13267,,"CARGA DE ENTRADA EN LA EDAR (WWTP) = CARGA GENERADA EN LA AGLOMERACION PORQUE EL 100% DE LA CARGA GENERADA ESTá CONECTADA A LA EDAR","122","NO DEFINIDO",31/12/2005,100,"15",0,"15",0,"15"
"106","ES",25082,"ES15310780001010","CORTES",2550,41.92386,-1.422647,3400,,"CARGA DE ENTRADA EN LA EDAR (WWTP) = CARGA GENERADA EN LA AGLOMERACION PORQUE EL 100% DE LA CARGA GENERADA ESTá CONECTADA A LA EDAR","122","NO DEFINIDO",31/12/2005,100,"15",0,"15",0,"15"
"106","ES",25083,"ES15310840001010","ETXARRI-ARANATZ",2550,42.90893,-2.063732,3367,,"CARGA DE ENTRADA EN LA EDAR (WWTP) = CARGA GENERADA EN LA AGLOMERACION PORQUE EL 100% DE LA CARGA GENERADA ESTá CONECTADA A LA EDAR","122","NO DEFINIDO",31/12/2005,100,"15",0,"15",0,"15"
"106","ES",25084,"ES15310970001010","ESTELLA",2550,42.61397,-2.041524,64617,,"CARGA DE ENTRADA EN LA EDAR (WWTP) = CARGA GENERADA EN LA AGLOMERACION PORQUE EL 100% DE LA CARGA GENERADA ESTá CONECTADA A LA EDAR","122","NO DEFINIDO",31/12/2000,100,"15",0,"15",0,"15"
"106","ES",25085,"ES15311050001010","FITERO",2550,42.0591,-1.855766,3033,,"CARGA DE ENTRADA EN LA EDAR (WWTP) = CARGA GENERADA EN LA AGLOMERACION PORQUE EL 100% DE LA CARGA GENERADA ESTá CONECTADA A LA EDAR","122","NO DEFINIDO",31/12/2005,100,"15",0,"15",0,"15"
"106","ES",25086,"ES15311070001010","BAJO ARGA",2550,42.34284,-1.733175,21117,,"CARGA DE ENTRADA EN LA EDAR (WWTP) = CARGA GENERADA EN LA AGLOMERACION PORQUE EL 100% DE LA CARGA GENERADA ESTá CONECTADA A LA EDAR","122","NO DEFINIDO",31/12/2000,100,"15",0,"15",0,"15"
